Index,Category,Condition,Paragraphe,Reference,Module_GPR,Anticholinergics,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul,Inducteur_enz,Anticholinergic_Central,Hypoglycemia
Alimemazine [THERALENE],Contrôle des intéractions médicamenteuses :,Co-prescription dopaminergique :,Antagonisme réciproque du dopaminergique et des neuroleptiques au niveau du SNC. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques et le neuroleptique peut aggraver les symptômes parkinsoniens. Réévaluer la balance bénéfice-risque.,Thesaurus de l'ANSM (Oct 2020),Checked,1,1,1,1,0,0,0,1,1,0,1,0
Alimemazine [THERALENE],Contrôle des intéractions médicamenteuses :,"Co-prescription neuroleptique caché (métoclopramide,métopimazine, alimémazine, oxomemazine, prométhazine, flunarizine, buspirone, amoxapine) :",Attention ! La co-prescription de plusieurs antidopaminergiques est sujet à l'augmentation du risque de syndrome malin des neuroleptiques (rare mais très grave). À prendre en compte. ,Thesaurus de l'ANSM (Oct 2020),Checked,1,1,1,1,0,0,0,1,1,0,1,0
Alprazolam [XANAX],Contrôle des indications et stratégie thérapeutique :,"Prescription à faible posologie avec la mention ""si besoin"" :","Prise en charge de [l’insomnie/manifestations anxieuses sévères et/ou invalidantes.]. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (Effet myorelaxant + altération de l'équilibre). A prendre en compte dans la balance bénéfice-risque chez la personne âgée. ","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des indications et stratégie thérapeutique :,Prise uniquement au coucher au long cours :,"Prise en charge de l’insomnie. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (Effet myorelaxant + altération de l'équilibre). Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui augmente avec la durée du traitement.","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des indications et stratégie thérapeutique :,Prises réparties dans la journée et au long cours :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (effet myorelaxant + altération de l'équilibre). Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des indications et stratégie thérapeutique :,Antécédent de sevrage alcoolique :,"Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Attention Médicament à l’origine de troubles cognitifs, confusionnels et de chutes (effet myorelaxant + altération de l'équilibre) ainsi qu’à risque d'abus et de dépendance. À reprendre.",RCP du médicament,Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des posologies :,Poso > 2 mg/jour :,"Chez la personne âgée, il n'existe pas de preuve d’efficacité supérieure aux doses à plus de à 2 mg/j avec, en plus, une majoration des troubles cognitifs et confusionnels et majoration du risque de chute. Privilégier la posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique.",REMEDI[e]S Limoge CRPV,Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des contre-indications et précautions d'emplois :,Antécédent de troubles cognitifs et prises réparties dans la journée :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chutes. Préconiser un arrêt progressif en privilégiant, en cas de nécessité d’une approche pharmacologique, pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseurs (Sertraline ou Miansérine).","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour insuffisance respiratoire (PaO2 < 60 mmHg) :,Attention ! Médicament aggravant l’insuffisance respiratoire.,RCP du médicament,Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour désorientation ou syndrome confusionnel :,Attention ! Médicament causant ou aggravant le syndrome confusionnel ou la désorientation.,"RCP du médicament, Beers List 2019 American Geriatrics Society",Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des contre-indications et précautions d'emplois :,Antécédent de syndrome d'apnée obstructif du sommeil (SAOS) et prise le soir ou au couché :,Attention ! Les benzodiazépines sont contre-indiqués chez les patients aux antécédents de syndrome d'apnée obstructif du sommeil (SAOS). Préconiser un arrêt PROGRESSIF de la benzodiazépine.,RCP du médicament,Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des contre-indications et précautions d'emplois :,Antécédent de myasthénie :,Attention ! Avec leur composante myorelaxante les benzodiazépines sont contre-indiqués chez les patients (notamment les personnes âgées) aux antécédents de myasthénie. Préconiser un arrêt PROGRESSIF de la benzodiazépine.,RCP du médicament,Checked,0,0,1,0,0,0,0,0,0,0,0,0
Alprazolam [XANAX],Contrôle des intéractions médicamenteuses :,Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) ou apparenté au même moment de la journée :,"Attention, [insérer le nom de la 1ère BZD ou apprenté] et [insérer le nom de la 2ème BZD ou apprenté] possèdent le même mécanisme d'action. Leur association est à risque de potentialisation des esffets indésirables (troubles cognitifs, syndrome confusionnel, troubles de la vigilance, chutes) sans augmnetation de l'efficacité.","Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Checked,0,0,1,0,0,0,0,0,0,0,0,0
Amantadine [MANTADIX],Contrôle des indications et stratégie thérapeutique :,Antécédent de maladie de Parkinson SANS Co-prescription L-DOPA :,"Prise en charge de la maladie de Parkinson. En raison de son faible niveau de preuve d'efficacité, elle n'est plus remboursable dans les syndromes parkinsoniens induits par les neuroleptiques (avis de la Commission de la Transparence, HAS, juin 2021).Chez le sujet de plus de 65 ans, la L-DOPA est le traitement de 1ère intention avec le rapport bénéfice-risque le plus favorable. Préconiser l'arrêt de l'amantadine en instaurant une dopathérapie selon l'avis du neurologue.","RCP du médicament, (avis de la Commission de la Transparence, HAS, juin 2021",Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Amantadine [MANTADIX],Contrôle des indications et stratégie thérapeutique :,Antécédent de maladie de Parkinson AVEC Co-prescription L-DOPA :,"Prise en charge de la maladie de Parkinson. En raison de son faible niveau de preuve d'efficacité, elle n'est plus remboursable dans les syndromes parkinsoniens induits par les neuroleptiques (avis de la Commission de la Transparence, HAS, juin 2021).Chez le sujet de plus de 65 ans, la L-DOPA est le traitement de 1ère intention avec le rapport bénéfice-risque le plus favorable. Préconiser l'arrêt de l'amantadine en maintenant la dopathérapie selon l'avis du neurologue.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Amantadine [MANTADIX],Contrôle des indications et stratégie thérapeutique :,Prophylaxie de la grippe :,"Prophylaxie de la grippe et des infections respiratoires dues exclusivement au virus influenzae A. Selon la HAS, l'amantadine n'a plus de place dans la stratégie thérapeutique de la grippe et des infections respiratoires dues au virus influenza A, en raison de son absence d'efficacité (synthèse d'avis de la Commission de la Transparence, HAS, mai 2013). Préconiser l'arrêt de l'amantadine.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Amantadine [MANTADIX],Contrôle des intéractions médicamenteuses :,Co-prescription neuroleptique :,"Antagonisme réciproque du dopaminergique et des neuroleptiques au niveau du SNC. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques et le neuroleptique peut aggraver les symptômes parkinsoniens. Rappel : en cas de nécessité de traiter des troubles psychotiques chez le patient parkinsonien, seule la clozapine est indiquée .",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des indications et stratégie thérapeutique :,Antécédent d’HTA stratégie thérapeutique incomplète (sans diurétiques hypokaliémiant) :,Traitement adjuvant de l’HTA. Attention médicament utilisé pour prévenir la déplétion potassique chez les malades qui reçoivent des thiazidiques ou des diurétiques de l’anse. Privilégier de compléter la stratégie thérapeutique avec un diurétique hypokaliémiant avant d’instaurer l’amiloride. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. Surveiller la kaliémie.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des indications et stratégie thérapeutique :,Antécédent d’HTA stratégie thérapeutique complète :,"Traitement adjuvant de l’HTA , notamment pour prévenir la déplétion potassique chez les malades qui reçoivent des thiazidiques ou des diurétiques de l’anse. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. Surveiller la kaliémie. A poursuivre.",RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des indications et stratégie thérapeutique :,Antécédent d’ascite et œdèmes des cirrhotiques :,Prise en charge de l’ascite et œdèmes des cirrhotiques. Attention médicament hyperkaliémiant. A poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des indications et stratégie thérapeutique :,Antécédent d’œdème d’origine cardiaque :,Prise en charge d’œdème d’origine cardiaque. Attention médicament hyperkaliémiant. A poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des contre-indications et précautions d'emplois :,Kaliémie > 5.5mmol/L :,ATTENTION ! Medicament contre-indiqué en cas d’hyperkaliémie. Préconiser l’arrêt immédiat du diurétique épargneur de potassium.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des contre-indications et précautions d'emplois :,Patient insuffisant rénal chronique :,L'amiloride est un médicament qui fait l'objet de précautions d'emploiss chez le patient insuffisant rénale chronique à cause d'une majoration de la rétention potassique par l'antikaliurétique. Un contrôle strict de la kaliémie est recommandée.,RCP du médicament,Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des intéractions médicamenteuses :,"Co-prescription eplerenone, spironolactone, triamterene ou canrenoate de potassium SANS co-prescription d'hypokaliémiant :","Attention ! L'association de l'amiloride et de [eplerenone/spironolactone/triamterene/canrenoate] fait l'objet d'une interaction médicamenteuse de type : CONTRE-INDICATION pour risque d'hyperkaliémie potentiellement létale, notamment chez l'insuffisant rénal (addition des effets hyperkaliémiants). Kaliémie à surveiller. Réévaluer la balance bénéfice-risque chez sujet âgé.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des intéractions médicamenteuses :,Co-prescription IEC ou ARA II SANS co-prescription d'hypokaliémiant :,"Attention ! L'association de diurétiques antikaliurétiques avec [Insérer l'IEC ou l'ARA II] fait l'objet d'une interaction médicamenteuse de type : ASSOCIATION DÉCONSEILLÉ pour risque d'hyperkaliémie potentiellement létale, notamment chez l'insuffisant rénal (addition des effets hyperkaliémiants). Kaliémie à surveiller. Réévaluer la balance bénéfice-risque chez sujet âgé.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des intéractions médicamenteuses :,Co-prescription Ciclosporine/Tacrolimus SANS co-prescription d'hypokaliémiant :,"Attention ! L'association de diurétiques antikaliurétiques avec [la ciclosporine/le tacrolimus] fait l'objet d'une interaction médicamenteuse de type : ASSOCIATION DÉCONSEILLÉ pour risque d'hyperkaliémie potentiellement létale, notamment chez l'insuffisant rénal (addition des effets hyperkaliémiants). Kaliémie à surveiller. Réévaluer la balance bénéfice-risque chez sujet âgé.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des intéractions médicamenteuses :,Co-prescription sels de potassium SANS co-prescription d'hypokaliémiant :,"Attention ! L'association de diurétiques antikaliurétiques avec les sels de potassium fait l'objet d'une interaction médicamenteuse de type : ASSOCIATION DÉCONSEILLÉ pour risque d'hyperkaliémie potentiellement létale, notamment chez l'insuffisant rénal (addition des effets hyperkaliémiants). Kaliémie à surveiller. Réévaluer la balance bénéfice-risque chez sujet âgé.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiloride seul [MODAMIDE],Contrôle des intéractions médicamenteuses :,Co-prescription Lithium :,"Attention ! L'association de diurétiques antikaliurétiques avec le lithium fait l'objet d'une précaution d'emploi pour risque d'augmentation de la lithiémie avec signes de surdosage en lithium, comme lors d’un régime désodé (diminution de l’excrétion urinaire du lithium). Réévaluer la balance bénéfice-risque chez sujet âgé.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,1,0,0,0,0,0,0
Amiodarone [CORDARONE],Contrôle des indications et stratégie thérapeutique :,Antécédent de FA (Fibrillation Auriculaire) AVEC insuffisance cardiaque:,"Traitement et prévention des récidives de fibrillation auriculaire paroxystique, persistante ou permanente symptomatique. Attention médicament photosensibilisant. Surveillance TSH et ASAT/ALAT.",RCP du médicament,Unchecked,0,1,0,0,0,0,1,0,0,0,0,0
Amiodarone [CORDARONE],Contrôle des indications et stratégie thérapeutique :,Traitement de 1ère ligne (sans bêta-bloquant) dans la FA (Fibrillation Auriculaire) SANS insuffisance cardiaque ou hypertrophie ventriculaire gauche:,"Traitement et prévention des récidives de fibrillation auriculaire paroxystique, persistante ou permanente symptomatique. Attention médicament photosensibilisant. Surveillance TSH et ASAT/ALAT. A éviter chez le sujet âgé en traitement de 1ère ligne sauf en cas d'insuffisance cardiaque ou d'hypertrophie ventriculaire gauche [Beers List 2019 American Geriatrics Society]. Réévaluer la balance bénéfice-risque.",RCP du médicament,Unchecked,0,1,0,0,0,0,1,0,0,0,0,0
Amiodarone [CORDARONE],Contrôle des indications et stratégie thérapeutique :,Antécédent de troubles du rythme ventriculaire :,"Traitement et prévention des récidives de troubles du rythme ventriculaire documentés, symptomatiques et invalidantes. Attention médicament photosensibilisant. Surveillance TSH et ASAT/ALAT.","RCP du médicament, Beers List 2019 American Geriatrics Society",Unchecked,0,1,0,0,0,0,1,0,0,0,0,0
